Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Total.Incidents,Damage.Score,Severe.Damage.Frequency,Damage.Score.String
20130318X44236,CEN13LA198,2013-03-11,"ROGERS, AR",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA 46-350P,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,IMC,THE PILOTS FAILURE TO MAINTAIN CONTROL DUE TO A SUDDEN TURBULENCE ENCOUNTER WHILE ON FINAL APPROACH. CONTRIBUTING TO THE ACCIDENT WAS ICE BUILDUP ON THE WINGS LEADING EDGES.,4.0,,0,nan
20130320X65919,CEN13LA201,2013-03-16,"WINSTED, MN",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA23-250,NO,2.0,BUSINESS,0.0,0.0,0.0,6.0,VMC,"THE OBSTRUCTION OF THE RIGHT ENGINES INDUCTION AIR SYSTEM BY ICE, WHICH RESULTED IN A LOSS OF ENGINE POWER.",6.0,,0,nan
20130317X22700,ERA13LA173,2013-03-17,"STAFFORD, VA",UNITED STATES,NON-FATAL,SUBSTANTIAL,NEW PIPER AIRCRAFT INC,PA32-301FT,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,"THE PILOT'S IMPROPER PLACEMENT OF THE FUEL TANK SELECTOR HANDLE DURING APPROACH, WHICH RESULTED IN A TOTAL LOSS OF ENGINE POWER DUE TO FUEL STARVATION.",2.0,,0,nan
20130317X85055,CEN13FA196,2013-03-17,"SOUTH BEND, IN",UNITED STATES,FATAL,DESTROYED,HAWKER BEECHCRAFT CORPORATION,390,NO,2.0,BUSINESS,2.0,0.0,2.0,0.0,VMC,"THE PRIVATE PILOT'S INADEQUATE RESPONSE TO THE DUAL ENGINE SHUTDOWN DURING CRUISE DESCENT, INCLUDING HIS FAILURE TO ADHERE TO PROCEDURES, WHICH ULTIMATELY RESULTED IN HIS FAILURE TO MAINTAIN AIRPLANE CONTROL DURING A SINGLE-ENGINE GO-AROUND. AN ADDITIONAL CAUSE WAS THE PILOT'S DECISION TO ALLOW THE UNQUALIFIED PILOT-RATED PASSENGER TO MANIPULATE THE AIRPLANE CONTROLS, WHICH DIRECTLY RESULTED IN THE INADVERTENT DUAL ENGINE SHUTDOWN.",4.0,,0,nan
20130326X10640,ANC13CA035,2013-03-24,"STEVENS VILLAGE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,EUROCOPTER,AS350B3,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,"THE PILOTS INADVERTENT CYCLIC CONTROL INPUT AFTER LANDING, WHICH RESULTED IN THE MAIN ROTOR BLADES STRIKING THE GROUND.",1.0,,0,nan
20130510X41006,CEN13IA270,2013-04-24,"CLEARWATER, FL",UNITED STATES,NON-FATAL,MINOR,PIAGGIO,P180,NO,2.0,BUSINESS,0.0,0.0,0.0,6.0,VMC,"THE FAILURE OF THE NOSE LANDING GEAR STEERING MANIFOLD DURING LANDING, WHICH RESULTED IN AN UNCOMMANDED AND UNCONTROLLABLE RIGHT TURN, AND THE OVERHAUL FACILITYS IMPROPER OVERHAUL OF THE NOSE LANDING GEAR STEERING MANIFOLD. ",6.0,,0,nan
20130429X81038,CEN13LA245,2013-04-26,"HOXIE, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,RAYTHEON AIRCRAFT COMPANY,G36,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,THE LOSS OF ENGINE POWER DUE TO FUEL STARVATION FOR REASONS THAT COULD NOT BE DETERMINED BECAUSE A POSTACCIDENT EXAMINATION OF THE AIRFRAME AND ENGINE DID NOT REVEAL ANY ANOMALIES THAT WOULD HAVE PRECLUDED NORMAL OPERATION.,3.0,,0,nan
20130517X43218,CEN13LA283,2013-05-09,"WINNIE, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,AIR TRACTOR INC,AT-302,NO,1.2746441750131787,BUSINESS,0.0,0.0,0.0,1.0,VMC,"THE IMPROPER DECISION BY THE PILOT TO ATTEMPT A FLIGHT WITH A KNOWN FUEL SYSTEM-RELATED MAINTENANCE DISCREPANCY, WHICH RESULTED IN A FUEL IMBALANCE AND SUBSEQUENT FUEL STARVATION DURING AN APPROACH TO AN ALTERNATE AIRPORT WITH A ROUGH FIELD. CONTRIBUTING TO THE ACCIDENT WERE THE MANUFACTURER'S FAILURE TO INCORPORATE A WARNING ON AT-302 AIRPLANES AND TO ADD A WARNING ABOUT THIS ISSUE IN THE AT-302 FLIGHT MANUAL.",1.0,,0,nan
20130515X44256,WPR13LA230,2013-05-15,"PINE BLUFFS, WY",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T188C,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,THE LOSS OF ENGINE POWER DURING TAKEOFF FOR REASONS THAT COULD NOT BE DETERMINED BECAUSE POSTACCIDENT EXAMINATION OF THE AIRFRAME AND ENGINE DID NOT REVEAL ANY ANOMALIES THAT WOULD HAVE PRECLUDED NORMAL OPERATION.,1.0,,0,nan
20130529X10741,CEN13LA305,2013-05-23,"BEAUMONT, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,STINSON,108-3,NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,"THE LACK OF A FORWARD CLAMP ON THE CARBURETOR HEAT BOX RUBBER BOOT, WHICH ALLOWED THE BOOT TO BE INGESTED INTO THE INLET OF THE CARBURETOR HEAT BOX, RESTRICTING THE AIRFLOW AND LEADING TO A SUBSEQUENT PARTIAL LOSS OF ENGINE POWER.",1.0,,0,nan
20130613X82747,CEN13IA349,2013-06-08,"BOULDER, CO",UNITED STATES,NON-FATAL,MINOR,ULTRAMAGIC SA,T210,NO,1.0,BUSINESS,0.0,2.0,0.0,10.0,VMC,"THE BALLOON'S ENCOUNTER WITH UNFORECAST STRONG GUSTING WIND, WHICH RESULTED IN A HIGH-WIND LANDING. CONTRIBUTING TO THE ACCIDENT WAS THE NATIONAL WEATHER SERVICE'S MISJUDGMENT OF THE TIMING AND UNDERESTIMATION OF THE MAGNITUDE OF THE FRONTAL BOUNDARY MOVING ACROSS THE REGION.",12.0,,0,nan
20130613X84701,CEN13IA350,2013-06-08,"LOUISVILLE, CO",UNITED STATES,NON-FATAL,MINOR,ULTRAMAGIC,M-105,NO,0.0,BUSINESS,0.0,1.0,0.0,5.0,VMC,"THE BALLOON'S ENCOUNTER WITH UNFORECAST STRONG GUSTING WIND, WHICH RESULTED IN A HIGH-WIND LANDING. CONTRIBUTING TO THE ACCIDENT WAS THE NATIONAL WEATHER SERVICE'S MISJUDGMENT OF THE TIMING AND UNDERESTIMATION OF THE MAGNITUDE OF THE FRONTAL BOUNDARY MOVING ACROSS THE REGION.",6.0,,0,nan
20130617X33740,CEN13FA352,2013-06-15,"VICTORIA, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,AERO COMMANDER,685,NO,2.0,BUSINESS,0.0,0.0,3.0,0.0,VMC,"MAINTENANCE PERSONNEL'S FAILURE TO SECURE THE LEFT ENGINE IDLER PIN DURING OVERHAUL, WHICH RESULTED IN A CATASTROPHIC ENGINE FAILURE AND SUBSEQUENT FORCED LANDING.",3.0,,0,nan
20130624X31512,WPR13LA287,2013-06-24,"ROYAL CITY, WA",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,206B,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,IMC,"THE PILOT'S FAILURE TO MAINTAIN CLEARANCE FROM NETTING MATERIAL DURING A LOW PASS OVER TREES, WHICH RESULTED IN A LOSS OF HELICOPTER CONTROL. 


 

",1.0,,0,nan
20130812X51051,WPR13FA368,2013-08-12,"WEST YELLOWSTONE, MT",UNITED STATES,FATAL,SUBSTANTIAL,BEECH,E35,NO,1.0,BUSINESS,1.0,0.0,1.0,0.0,VMC,"THE PILOT'S FAILURE TO MAINTAIN AIRPLANE CONTROL WHILE ALIGNING THE AIRPLANE WITH THE RUNWAY FOR LANDING, WHICH RESULTED IN THE AIRPLANE EXCEEDING ITS CRITICAL ANGLE OF ATTACK AND EXPERIENCING AN AERODYNAMIC STALL. CONTRIBUTING TO THE ACCIDENT WAS THE PILOT'S DISTRACTION DURING LANDING DUE TO THE EFFECTS OF AN INOPERATIVE GENERATOR.
",2.0,,0,nan
20130824X50810,ANC13CA082,2013-08-16,"SLEETMUTE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,185,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,THE PILOT'S FAILURE TO MAINTAIN DIRECTIONAL CONTROL DURING LANDING.,4.0,,0,nan
20130827X51843,CEN13FA509,2013-08-27,"PARIS, IL",UNITED STATES,FATAL,DESTROYED,CESSNA,421C,NO,2.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,"THE PILOT'S FAILURE TO ABORT THE TAKEOFF DURING THE GROUND ROLL AFTER DETECTING THE AIRPLANE'S DEGRADED PERFORMANCE. CONTRIBUTING TO THE ACCIDENT WAS THE PILOT'S DECISION TO ATTEMPT A FLIGHT WITH A KNOWN PROBLEM WITH THE LEFT ENGINE AND THE LIKELY PARTIAL LOSS OF LEFT ENGINE POWER FOR REASONS THAT COULD NOT BE DETERMINED DURING THE POSTACCIDENT EXAMINATION OF THE ENGINE.

 
",1.0,,0,nan
20130918X95121,WPR13LA414,2013-09-16,"REDMOND, OR",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,180 - B,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,"THE PILOT'S INABILITY TO COUNTER AN UNEXPECTED WIND GUST AFTER TOUCHDOWN, WHICH RESULTED IN A LOSS OF DIRECTIONAL CONTROL.",1.0,,0,nan
20130919X04513,WPR13LA416,2013-09-19,"IDAHO FALLS, ID",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,C90 - A,NO,2.0,BUSINESS,0.0,2.0,1.0,0.0,VMC,"THE PILOT'S INADEQUATE PREFLIGHT FUEL PLANNING, WHICH RESULTED IN DEPARTURE WITH INSUFFICIENT FUEL TO COMPLETE THE FLIGHT, AND CONSEQUENT INFLIGHT POWER LOSS DUE TO FUEL EXHAUSTION.",3.0,,0,nan
20130926X15937,CEN13LA562,2013-09-23,"MACK, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,CIRRUS DESIGN CORP,SR22,NO,1.0,BUSINESS,0.0,1.0,0.0,2.0,VMC,"A TOTAL LOSS OF ENGINE POWER DUE TO THE FAILURE OF THE ENGINE CRANKSHAFT, WHICH RESULTED FROM MAINTENANCE PERSONNELS APPLICATION OF INSUFFICIENT TORQUE ON THE ENGINE CASE THROUGH BOLTS.",3.0,,0,nan
20131023X52555,ERA14IA019,2013-10-08,"TALLAHASSEE, FL",UNITED STATES,NON-FATAL,MINOR,PIPER,PA 46 350P,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,"THE FAILURE OF THE NOSE LANDING GEAR (NLG) ACTUATOR ATTACHMENT BOLT DUE TO FATIGUE FOR REASONS THAT COULD NOT BE DETERMINED DURING POSTINCIDENT EXAMINATION, WHICH RESULTED IN THE NLG COLLAPSING DURING LANDING.",1.0,,0,nan
20131018X12721,WPR14CA019,2013-10-18,"SEDRO WOOLLEY, WA",UNITED STATES,NON-FATAL,SUBSTANTIAL,ROBINSON,R44 - II,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,IMC,"THE NON-INSTRUMENT RATED PILOT'S INADVERTENT ENCOUNTER WITH INSTRUMENT METEOROLOGICAL CONDITIONS DURING INITIAL CLIMB AND HIS IMPROPER DECISION TO CONTINUE FLIGHT, WHICH RESULTED IN AN IN-FLIGHT IMPACT WITH A TREE AND AN EMERGENCY DESCENT THAT RESULTED IN A ROLL OVER ON LANDING.",2.0,,0,nan
20131018X34254,CEN14FA009,2013-10-18,"DERBY, KS",UNITED STATES,FATAL,DESTROYED,CESSNA,500,NO,2.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,"THE AIRPLANE'S ENCOUNTER WITH SEVERE ICING CONDITIONS, WHICH RESULTED IN STRUCTURAL ICING, AND THE PILOT'S INCREASED WORKLOAD AND SUBSEQUENT DISORIENTATION WHILE MANEUVERING IN INSTRUMENT FLIGHT RULES (IFR) CONDITIONS WITH MALFUNCTIONING FLIGHT INSTRUMENTS, WHICH LED TO THE SUBSEQUENT LOSS OF AIRPLANE CONTROL. CONTRIBUTING TO THE ACCIDENT WAS THE PILOT'S DECISION TO TAKEOFF IN IFR CONDITIONS AND FLY A SINGLE-PILOT OPERATION WITHOUT A FUNCTIONING AUTOPILOT AND WITH MALFUNCTIONING FLIGHT INSTRUMENTS.",2.0,,0,nan
20131019X24348,CEN14FA010,2013-10-18,"CLAYTON, OK",UNITED STATES,FATAL,SUBSTANTIAL,CESSNA,177,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,CONTROLLED FLIGHT INTO TERRAIN FOR REASONS THAT COULD NOT BE DETERMINED FROM THE AVAILABLE EVIDENCE.,1.0,,0,nan
20131102X05355,WPR14CA039,2013-11-01,"UPLAND, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,YUNEEC,YUNEEC,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,"THE PILOT'S IMPROPER FLARE, WHICH RESULTED IN A LOSS OF AIRCRAFT CONTROL AND HARD LANDING.",2.0,,0,nan
20131102X13104,WPR14CA041,2013-11-02,"SUPERIOR, MT",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,206B,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,THE PILOT'S FAILURE TO MAINTAIN AIRCRAFT CONTROL WHILE MANEUVERING DURING A LONG-LINE OPERATION.,1.0,,0,nan
20131210X03136,WPR14CA066,2013-12-06,"MONTICELLO, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,MCDONNELL DOUGLAS HELICOPTER,369E,NO,1.2746441750131787,BUSINESS,0.0,0.0,0.0,1.0,VMC,THE PASSENGER'S ACCIDENTAL DISCHARGE OF THE NET GUN WHICH RESULTED IN THE NET GOING THROUGH A MAIN ROTOR BLADE.,1.0,,0,nan
20131213X41847,CEN14FA084,2013-12-12,"COLLBRAN, CO",UNITED STATES,FATAL,SUBSTANTIAL,PIPER,PA 24-250,NO,1.0,BUSINESS,3.0,0.0,0.0,0.0,VMC,"THE PILOTS FAILURE TO MAINTAIN ADEQUATE AIRSPEED WHILE MANEUVERING AT A LOW ALTITUDE, WHICH RESULTED IN AN AERODYNAMIC STALL/SPIN AND SUBSEQUENT IMPACT WITH TERRAIN. ",3.0,,0,nan
20131218X10522,ERA14FA074,2013-12-18,"PANAMA CITY, FL",UNITED STATES,FATAL,SUBSTANTIAL,RAYTHEON,G36,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,"THE PILOTS INADEQUATE PREFLIGHT AND INFLIGHT FUEL PLANNING, WHICH RESULTED IN A TOTAL LOSS OF ENGINE POWER DUE TO FUEL EXHAUSTION. CONTRIBUTING TO THE PILOTS INJURIES WAS HIS FAILURE TO USE THE AVAILABLE SHOULDER HARNESS.",1.0,,0,nan
20140106X31044,CEN14LA103,2014-01-05,"WEST DELTA 109,",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,430,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,THE PILOTS FAILURE TO MAINTAIN TAIL ROTOR CLEARANCE FROM A HANDRAIL ON A CRANE DAVIT ON AN OIL PLATFORM DURING LANDING.,2.0,,0,nan
20140121X71107,ERA14LA099,2014-01-21,"PELL CITY, AL",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,47D1,NO,1.0,BUSINESS,0.0,2.0,0.0,0.0,VMC,"THE PILOTS USE OF AN IMPROPER CLUTCH ENGAGEMENT PROCEDURE, WHICH RESULTED IN CLUTCH GLAZING, SLIPPAGE, AND, ULTIMATELY, THE IN-FLIGHT DISENGAGEMENT OF THE CLUTCH AND A LOSS OF ROTOR RPM. CONTRIBUTING TO THE ACCIDENT WERE THE INSTALLATION OF A LIGHT-WEIGHT CLUTCH ASSEMBLY AND A HIGHER HORSEPOWER ENGINE, BOTH OF WHICH INCREASED THE TENDENCY FOR CLUTCH SLIPPAGE, AND INADEQUATE INSPECTION OF THE CLUTCH ASSEMBLY. ",2.0,,0,nan
20140124X91020,CEN14LA120,2014-01-23,"ASHLAND, MO",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,414A,NO,2.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,THE IN-FLIGHT FAILURE OF BOTH ENGINES DUE TO WATER CONTAMINATION.,3.0,,0,nan
20140203X35035,CEN14LA127,2014-01-31,"SPRINGFIELD, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIAGGIO,P180 - AVANTI II,NO,2.0,BUSINESS,0.0,0.0,0.0,5.0,IMC,THE PILOT'S DECISION TO REENGAGE THE HYDRAULIC SYSTEM FOLLOWING THE SUCCESSFUL EXTENSION OF THE LANDING GEAR USING THE EMERGENCY EXTENSION PROCEDURES. CONTRIBUTING TO THE ACCIDENT WAS THE FAILURE OF THE DIRECTIONAL CONTROL VALVE IN THE GEAR-UP POSITION AND THE RELEASE OF THE GEAR DOWN LOCKS FOR UNDETERMINED REASONS.,5.0,,0,nan
20140204X20036,CEN14LA129,2014-02-04,"ELK CITY, OK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,525,NO,2.0,BUSINESS,0.0,0.0,0.0,7.0,IMC,"THE PILOTS DESCENT BELOW THE PUBLISHED MINIMUM DESCENT ALTITUDE FOR THE INSTRUMENT APPROACH PROCEDURE, WHICH RESULTED IN IMPACT WITH A UTILITY POLE.",7.0,,0,nan
20140414X43958,CEN14LA196,2014-04-11,"WEST CHICAGO, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA 46-350P,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,"THE FAILURE OF THE NOSE GEAR ACTUATOR ATTACHMENT TO THE ENGINE MOUNT DUE TO OVERSTRESS, WHICH RESULTED IN THE LOSS OF DIRECTIONAL CONTROL DURING LANDING.",2.0,,0,nan
20140610X80333,WPR14LA240,2014-05-05,"ROCK SPRINGS, WY",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T207A,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,"MAINTENANCE PERSONNELS APPLICATION OF INSUFFICIENT TORQUE TO THE ENGINE CYLINDER THROUGH BOLTS DURING REPLACEMENT OF THE NO. 1 CYLINDER, WHICH RESULTED IN THE DISPLACEMENT OF THE NO. 2 MAIN BEARING, THE BEARING SHIFTING, AND A CATASTROPHIC ENGINE FAILURE.
",2.0,,0,nan
20140623X35701,CEN14CA310,2014-05-24,"DALLAS, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,421A,NO,2.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,"THE IMPROPER RIGGING OF THE LANDING GEAR BY MAINTENANCE PERSONNEL, WHICH RESULTED IN THE LANDING GEAR COLLAPSE.",4.0,,0,nan
20140531X34757,ANC14CA032,2014-05-31,"WILLOW, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,FOUND ACFT CANADA INC,FBA 2C2,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,"THE PILOT'S LOSS OF CONTROL OF THE AIRPLANE DURING LANDING ON WATER DUE TO AN ENCOUNTER WITH WIND SHEAR, WHICH RESULTED IN THE AIRPLANE'S ABNORMAL CONTACT WITH THE SURFACE.",3.0,,0,nan
20140617X55442,CEN14CA295,2014-06-16,"PLEASANTON, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,414,NO,2.0,BUSINESS,0.0,5.0,0.0,1.0,VMC,THE PILOT'S FAILURE TO MAINTAIN AIRCRAFT CONTROL DURING AN ABORTED LANDING DUE TO AN ENCOUNTER WITH A TAILWIND.,6.0,,0,nan
20140626X51345,ANC14LA046,2014-06-25,"ILIAMNA, AK",UNITED STATES,NON-FATAL,MINOR,DEHAVILLAND,DHC 2,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,"THE PILOTS IMPROPER DECISION TO OPERATE THE AIRPLANE AT LOW ALTITUDE AND DELIBERATELY IN CLOSE PROXIMITY TO THE BOAT OPERATORS, WHICH RESULTED IN A COLLISION WITH A BOAT OPERATOR.",1.0,,0,nan
20140703X85332,CEN14CA338,2014-07-02,"OLATHE, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,ROBINSON HELICOPTER,R44,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,THE PILOT'S FAILURE TO FOLLOW THE MANUFACTURER'S ENGINE SHUTDOWN PROCEDURE.,2.0,,0,nan
20140715X15139,CEN14CA364,2014-07-14,"DURANGO, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,MOONEY AIRPLANE CO INC,M20TN,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,THE PILOT'S FAILURE TO MAINTAIN CONTROL DURING LANDING.,1.0,,0,nan
20140718X34015,WPR14IA297,2014-07-17,"BAKERSFIELD, CA",UNITED STATES,NON-FATAL,MINOR,BEECH,B100,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,"THE FAILURE OF THE 2ND-STAGE TURBINE WHEEL DUE TO AN IMPROPER REPAIR OF THE 2ND-STAGE STATOR ASSEMBLY, WHICH THE MANUFACTURER DOES NOT CONSIDER A REPAIRABLE ITEM. CONTRIBUTING TO THE INCIDENT WAS THE  DESIGNATED ENGINEERING REPRESENTATIVE'S APPROVAL OF THE REPAIR PROCESS.",1.0,,0,nan
20140804X93443,ANC14LA058,2014-07-31,"TALKEETNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,DEHAVILLAND,DHC 2,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,"THE PILOTS INADEQUATE PREFLIGHT INSPECTION THAT DID NOT DETECT THAT THE BULK FUEL TANK WAS FULL AND LED TO AN UNANTICIPATED HEAVY AIRPLANE WEIGHT AND HIS FAILURE TO USE THE ENTIRE SOFT, WET, AND MUDDY AIRSTRIP LENGTH FOR TAKEOFF, WHICH RESULTED IN A TAKEOFF OVERRUN.
",2.0,,0,nan
20140804X22623,ANC14CA057,2014-08-01,"ILLIAMNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,DEHAVILLAND,BEAVER DHC 2,NO,1.0,BUSINESS,0.0,0.0,0.0,7.0,VMC,THE PILOT'S INADEQUATE LANDING TECHNIQUE THAT RESULTED IN A LANDING AREA OVERRUN. CONTRIBUTING WAS THE GLASSY WATER CONDITIONS.,7.0,,0,nan
20140803X82134,ERA14CA373,2014-08-02,"STATESVILLE, NC",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-46-350P,NO,1.0,BUSINESS,0.0,2.0,0.0,2.0,IMC,"THE PILOT'S FAILURE TO MAINTAIN A PROPER GLIDE PATH AND AIRSPEED ON FINAL APPROACH, WHICH RESULTED IN A LONG LANDING AND RUNWAY EXCURSION.",4.0,,0,nan
20140815X30452,ERA14LA389,2014-08-14,"WIGGINS, MS",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T206H,NO,1.0,BUSINESS,0.0,3.0,0.0,0.0,VMC,"A LOOSENING OF THE ENGINE THROTTLE CABLE FROM ITS SUPPORT CLAMP DURING FLIGHT, WHICH RESULTED IN A LOSS OF THROTTLE CONTROL.",3.0,,0,nan
20140820X02638,ERA14CA397,2014-08-20,"MILTON, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,RAYTHEON AIRCRAFT COMPANY,G36,NO,1.0,BUSINESS,0.0,2.0,0.0,3.0,VMC,"THE PILOT'S INADEQUATE PREFLIGHT PLANNING, WHICH RESULTED IN AN ATTEMPTED TAKEOFF OVER THE AIRPLANE'S MAXIMUM GROSS WEIGHT AND BEYOND ITS AFT CENTER OF GRAVITY LIMIT. CONTRIBUTING TO THE ACCIDENT WAS THE PILOT'S LACK OF TOTAL FLIGHT EXPERIENCE IN THE AIRCRAFT MAKE AND MODEL.",5.0,,0,nan
20140902X80413,WPR14CA363,2014-09-02,"WILLOWS, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,HUGHES,369D,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,"THE PILOT'S FAILURE TO ADEQUATELY SECURE CARGO (A JACKET), WHICH RESULTED IN THE JACKET EXITING THE CABIN COMPARTMENT AND COLLIDING WITH THE TAIL ROTOR DURING CRUISE FLIGHT.",1.0,,0,nan
20140903X63615,ERA14FA421,2014-09-03,"OOLTEWAH, TN",UNITED STATES,FATAL,SUBSTANTIAL,KLAAS DEVELOPMENT INC,LANCAIR IV P,YES,1.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,"THE INADEQUATE TORQUE OF THE PROPELLER MOUNTING BOLTS AND INSPECTION OF THE PROPELLER, WHICH RESULTED IN THE FATIGUE FRACTURE OF THE BOLTS AND A SUBSEQUENT IN-FLIGHT SEPARATION OF THE PROPELLER ASSEMBLY.",1.0,,0,nan
20141014X20105,ANC15CA002,2014-10-09,"CORDOVA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA 18-150,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,THE PILOTS DECISION TO LAND AND FAILURE TO MAINTAIN CONTROL OF THE AIRPLANE DURING LANDING IN GUSTY WIND CONDITIONS.,2.0,,0,nan
20141016X45532,CEN15IA014,2014-10-15,"DENVER, CO",UNITED STATES,NON-FATAL,MINOR,RAYTHEON AIRCRAFT COMPANY,HAWKER,NO,2.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,"THE FAILURE OF THE MAIN LANDING GEAR TIRE, WHICH RESULTED IN SEPARATION OF THE SERVO BLOCK AND SUBSEQUENT TOTAL LOSS OF ALL HYDRAULIC SYSTEM PRESSURE AND PREVENTED THE LANDING GEAR FROM EXTENDING BEFORE LANDING.",3.0,,0,nan
20141024X40111,CEN15CA025,2014-10-24,"HARPER, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,ROBINSON HELICOPTER,R44,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,THE PILOT'S FAILURE TO MAINTAIN CLEARANCE FROM TREES WHILE MANEUVERING.,2.0,,0,nan
20141118X30503,CEN15LA050,2014-11-17,"FULTON, MO",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,401A,NO,2.0,BUSINESS,0.0,0.0,3.0,0.0,VMC,"A FAILURE OF THE RIGHT ENGINE MAGNETO DISTRIBUTOR DRIVE GEARS, WHICH RESULTED IN A TOTAL LOSS OF ENGINE POWER DURING TAKEOFF. CONTRIBUTING TO THE ACCIDENT WAS THE OPERATORS FAILURE TO INSPECT AND MAINTAIN THE MAGNETOS IN ACCORDANCE WITH THE ENGINE MANUFACTURERS SPECIFICATIONS. ",3.0,,0,nan
20141203X92851,ERA15CA069,2014-12-02,"WACHULA, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-46-310P,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,THE PILOT'S IMPROPER RECOVERY FROM A BOUNCED LANDING DURING GUSTY CROSSWIND CONDITIONS.,1.0,,0,nan
